province_code,province,province_id,year,Emissions_Tons,Poverty_Rate_Percent,Tax_Score,Tax_Rate,Tax_Rate_Rp_Per_Ton,Government_Revenue_Rp,Government_Revenue_Trillions,National_Total_Trillions,Contribution_Percent
11,Aceh,11,2010,10501580.0,20.98,0.1993013620376587,30.0,30000.0,315047400000.0,0.3150474,78.1124105928088,0.4033256656772592
11,Aceh,11,2011,10410990.0,19.57,0.21879354119300842,32.81903076171875,32819.03076171875,341678601069.9463,0.3416786010699463,103.47364981626575,0.33020832035658554
11,Aceh,11,2012,5632650.0,19.02,0.2223309427499771,33.349639892578125,33349.639892578125,187846849140.93018,0.18784684914093017,78.72615407483158,0.23860793321921464
11,Aceh,11,2013,9027440.0,17.66,0.2432633340358734,36.489501953125,36489.501953125,329406789511.71875,0.32940678951171876,123.95435609311565,0.26574845765344896
11,Aceh,11,2014,2077950.0,17.515,0.23838591575622559,35.75788879394531,35757.88879394531,74303105019.37866,0.07430310501937866,96.7359508401548,0.07681022864204448
11,Aceh,11,2015,42547090.0,17.095,0.2848030924797058,42.720462799072266,42720.462799072266,1817631375553.7795,1.8176313755537796,153.75591472698642,1.1821537914695641
11,Aceh,11,2016,33817050.0,16.58,0.283180296421051,42.47704315185547,42477.04315185547,1436448292118.454,1.436448292118454,95.39733471479137,1.505753065757017
11,Aceh,11,2017,3765900.0,16.405,0.2534695267677307,38.02042770385742,38020.42770385742,143181128689.95667,0.14318112868995667,142.49052763509624,0.10048466453617813
11,Aceh,11,2018,4637230.0,15.825,0.2611542344093323,39.173133850097656,39173.133850097656,181654831483.68835,0.18165483148368836,130.05684757562045,0.13967340810568757
11,Aceh,11,2019,4765800.0,15.165,0.2687460780143738,40.311912536621094,40311.912536621094,192118512767.0288,0.19211851276702882,166.97311581775486,0.11505954825489348
11,Aceh,11,2020,64390.0,15.21,0.2628719210624695,39.430789947509766,39430.789947509766,2538948564.720154,0.002538948564720154,99.50137786527935,0.0025516717649455897
11,Aceh,11,2021,7503141.927953288,14.616831795424222,0.2779923677444458,41.69885516166687,41698.85516166687,312872428511.15405,0.31287242851115404,123.44367022788359,0.25345360190083044
11,Aceh,11,2022,7963935.7248378545,14.236182724237441,0.2826997935771942,42.40496903657913,42404.96903657913,337710447821.0556,0.3377104478210556,120.91342638475813,0.2792993780082193
11,Aceh,11,2023,8855879.782090932,13.854370606988669,0.2879144847393036,43.18717271089554,43187.17271089554,382460409656.08905,0.3824604096560891,191.78496065498481,0.1994214814080878
11,Aceh,11,2024,11558851.6622442,13.36192099943757,0.29658880829811096,44.488321244716644,44488.321244716644,514233905969.94696,0.514233905969947,196.38567731566025,0.26184898664651285
11,Aceh,11,2025,13423254.554308876,12.901479015946387,0.30393919348716736,45.590879023075104,45590.879023075104,611977974481.4379,0.6119779744814379,160.23309227791265,0.3819298284651504
11,Aceh,11,2026,16298598.297227621,12.4160305480659,0.31295958161354065,46.9439372420311,46943.9372420311,765120375598.1283,0.7651203755981283,185.8465259730513,0.41169474198784567
11,Aceh,11,2027,20641835.74130833,11.912044915258884,0.32428234815597534,48.6423522233963,48642.3522233963,1004067444666.2106,1.0040674446662106,247.10599362923398,0.40633067208104495
11,Aceh,11,2028,26153912.11899191,11.411522575169801,0.33736157417297363,50.604236125946045,50604.236125946045,1323498744486.7085,1.3234987444867086,277.70974505192873,0.4765762700330262
11,Aceh,11,2029,32020432.025355697,11.0013147380203,0.35009434819221497,52.514152228832245,52514.152228832245,1681525841812.5042,1.681525841812504,197.20083671833044,0.852697113153882
11,Aceh,11,2030,36127206.186888516,10.74177753008902,0.3587794005870819,53.816910088062286,53816.91008806229,1944254607092.6667,1.9442546070926667,197.01718290465732,0.9868451971691989
12,Sumatra Utara,12,2010,24872610.0,11.31,0.33682677149772644,50.524017333984375,50524.017333984375,1256664178781.433,1.256664178781433,78.1124105928088,1.6087893962616027
12,Sumatra Utara,12,2011,26236770.0,11.33,0.33842411637306213,50.76361846923828,50763.61846923828,1331873382145.1567,1.3318733821451567,103.47364981626575,1.2871618856685871
12,Sumatra Utara,12,2012,28584890.0,10.54,0.35101988911628723,52.652984619140625,52652.984619140625,1505079773509.8267,1.5050797735098267,78.72615407483158,1.9117913115369551
